"provinsi","kota","kecamatan","kelurahan","id_tps","nomor_tps","diterima","rusak","tdk_digunakan","tdk_sah","no1","no2","no3","no4","no5","no6","no7","no8","no9","no10","no11","no12","no13","no14","no15","no16","no17","no18","no19","no20","saksi_pileg"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002020","020","157","0","8","11","3","8","57","4","4","0","2","7","1","4","16","24","2","6","","","","","0","0","KRISTIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002021","021","168","2","33","6","0","4","68","1","3","0","4","7","1","1","20","14","0","3","","","","","0","0","168"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002022","022","174","7","27","5","4","7","71","1","38","0","0","2","4","3","2","0","0","1","","","","","1","1","SONY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002023","023","130","0","18","6","11","7","59","5","7","0","3","3","2","1","2","1","0","4","","","","","1","0","BAMBANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002024","024","222","9","31","9","4","9","114","3","19","0","0","9","1","1","16","3","0","3","","","","","0","0","AMIR"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002025","025","270","0","28","15","4","8","109","14","10","0","4","8","4","10","26","16","0","13","","","","","1","0","LIA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002026","026","272","1","32","14","4","10","117","7","7","0","8","13","3","0","26","23","0","7","","","","","0","0","SUPRIANTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002027","027","164","0","24","7","5","4","79","6","1","0","6","14","1","2","3","10","0","2","","","","","0","0","TRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002028","028","168","1","16","18","2","3","99","10","4","1","4","0","1","1","7","0","0","1","","","","","0","0","KIKI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002029","029","238","1","25","13","3","5","131","14","0","0","6","6","3","3","18","9","0","1","","","","","0","0","DWI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002030","030","276","0","40","17","3","4","136","16","8","0","4","6","2","3","17","12","0","8","","","","","0","0","GALANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002031","031","184","0","30","7","0","10","80","13","11","0","2","2","2","0","15","4","0","6","","","","","1","1","AGUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002032","032","148","0","15","18","3","17","53","11","3","0","2","6","1","2","1","4","1","11","","","","","0","0","APRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002033","033","273","1","37","20","12","21","89","30","5","2","5","11","4","3","11","19","1","2","","","","","1","1","SUKMA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002034","034","255","0","28","16","11","9","141","24","0","0","2","5","1","1","3","10","0","3","","","","","0","1","IRMA YANI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002035","035","179","14","18","14","3","5","76","8","2","0","0","35","2","2","8","2","0","4","","","","","0","0","ISNATA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002036","036","212","0","37","11","7","7","72","11","12","0","0","32","1","1","6","12","0","3","","","","","0","0","BAGUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002037","037","216","1","29","21","5","10","81","10","3","1","2","32","3","5","3","6","1","2","","","","","0","1","BARTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002038","038","169","0","18","15","4","8","72","5","9","0","4","6","2","0","9","11","1","3","","","","","0","2","SAHRIL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002039","039","303","0","47","15","36","4","117","7","17","0","2","5","2","1","36","8","0","4","","","","","0","0","WIWIK"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002040","040","236","0","34","17","35","12","73","16","4","0","6","18","1","2","0","7","0","6","","","","","1","0","ERLINA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002041","041","286","0","40","21","9","13","120","10","2","2","13","16","19","1","1","12","0","4","","","","","1","1","IPA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002042","042","151","0","38","13","2","11","56","6","5","0","1","5","0","1","5","5","0","3","","","","","0","0","RONADLAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002043","043","150","0","21","12","3","4","88","6","1","0","1","5","0","5","2","2","0","0","","","","","0","0","AGUSTIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002044","044","191","0","27","25","3","4","102","9","2","0","1","1","2","1","3","10","0","1","","","","","0","0","APRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002045","045","277","0","40","43","11","9","80","44","8","0","3","6","10","2","3","15","0","2","","","","","0","1","TITO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GEDONGTENGEN","PRINGGOKUSUMAN","3471051002046","046","185","0","18","13","4","5","1","20","4","0","0","2","3","5","3","29","0","3","","","","","1","2","DWIKIH"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001001","001","214","0","29","12","2","10","95","13","8","2","3","0","3","0","1","21","1","4","","","","","1","1","DIAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001002","002","244","0","43","15","7","1","101","13","4","0","0","11","0","4","5","25","0","3","","","","","0","2","EKO PRASETYO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001003","003","266","1","45","17","1","10","118","6","3","0","2","22","0","6","6","25","0","2","","","","","2","0","DIO VERRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001004","004","205","0","34","10","10","6","101","1","6","1","2","9","0","1","5","6","0","1","","","","","0","2","Deni"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001005","005","207","22","0","7","4","12","115","2","3","1","2","12","1","7","4","14","0","1","","","","","0","0","Ilham"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001006","006","197","1","14","7","3","5","117","2","3","1","2","4","1","7","4","23","0","6","","","","","0","0","PURWONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001007","007","231","1","45","11","8","7","112","3","1","0","0","11","1","2","10","4","0","7","0","0","0","0","0","1","ITO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001008","008","209","0","30","7","5","6","99","2","4","0","1","10","0","0","5","31","0","7","","","","","1","1","NUR HADI DWI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001009","009","214","0","32","9","2","2","116","1","2","0","1","6","2","4","16","17","0","3","","","","","1","0","AGUNG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001010","010","230","0","85","10","2","19","118","1","2","1","2","2","1","1","9","14","1","2","","","","","0","0","METI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001011","011","244","0","33","4","2","4","129","8","9","0","4","11","3","4","6","24","0","2","","","","","0","1","B EDO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001012","012","228","1","41","13","2","5","117","1","9","0","1","6","1","3","11","17","0","0","","","","","0","0","SENDI SETIAWAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001013","013","212","1","36","10","1","9","99","10","1","0","2","11","0","1","9","2","1","19","","","","","0","0","Budi S"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001014","014","185","0","25","5","1","15","22","38","3","0","6","10","3","0","4","6","1","35","","","","","0","1","DINA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001015","015","232","0","61","10","9","13","47","21","6","0","12","11","2","2","11","9","1","15","","","","","0","2","AGUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001016","016","245","2","49","13","13","22","73","17","2","1","7","7","5","3","3","13","2","11","","","","","0","2","ROMADHONAJI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001017","017","237","0","55","10","9","16","60","23","9","0","11","11","1","3","4","12","0","13","","","","","0","0","ANA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001018","018","292","1","45","24","8","16","105","24","4","0","3","19","3","4","14","15","1","4","","","","","2","0","EMI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001019","019","237","0","55","10","9","16","60","23","9","0","11","11","1","3","4","12","0","13","","","","","0","0","SURTI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001020","020","257","0","43","6","4","11","125","4","0","1","4","11","0","2","20","19","1","6","","","","","6","0","RETNO R"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001021","021","257","0","36","11","7","18","97","4","0","0","4","23","4","7","7","31","1","5","","","","","2","0","M FARID"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001022","022","260","0","36","29","10","34","75","15","7","0","5","1","1","5","2","28","0","2","","","","","0","0","INTAN OKTAVIA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001023","023","294","0","41","11","7","38","71","16","10","0","6","12","5","3","15","47","0","8","","","","","2","2","ATTRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001024","024","272","2","38","15","4","28","77","7","6","0","2","9","2","8","3","68","0","2","","","","","0","1","M YESICA "
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001025","025","274","0","47","29","3","19","66","6","11","1","4","7","0","12","10","56","1","0","","","","","0","2","HERIYANTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001026","026","261","0","34","19","8","14","108","2","19","1","2","18","2","3","11","15","0","4","","","","","0","1","AGATHA ALANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001027","027","258","0","50","12","5","14","103","2","15","0","4","15","0","1","21","13","1","2","","","","","1","0","A FEBRIAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001028","028","284","0","56","14","4","16","90","8","14","0","5","14","4","1","27","28","0","3","","","","","0","0","Nur"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001029","029","256","7","36","7","7","18","87","5","9","0","2","9","2","2","25","42","0","2","","","","","1","2","BERNADUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001030","030","251","0","33","19","3","12","48","2","4","0","6","15","1","9","3","89","0","7","","","","","2","0","DWI NUR DIAS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001031","031","276","0","55","15","5","28","67","11","9","1","8","23","3","5","7","28","1","9","","","","","0","1","Nurman"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NGAMPILAN","3471061001032","032","259","0","47","11","6","18","77","3","7","1","2","7","3","5","19","43","0","8","","","","","1","1","YUDISTHIRA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002001","001","235","0","36","11","3","7","81","6","4","0","1","66","3","6","2","5","0","4","","","","","0","0","heru"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002002","002","223","0","43","12","4","6","91","7","2","1","4","17","1","5","4","24","0","1","","","","","0","1","arnold"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002003","003","182","0","14","15","2","7","66","1","7","1","2","22","0","7","1","31","0","1","","","","","2","2","ABDUL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002004","004","271","0","54","31","8","6","98","4","1","0","4","28","1","4","2","25","0","5","","","","","0","0","MUH. ROMAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002005","005","208","0","26","11","28","9","53","7","0","0","7","13","1","0","2","43","1","5","","","","","1","1","EDI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002006","006","193","1","21","8","8","16","94","6","0","0","3","4","1","2","0","29","0","0","","","","","0","0","YUNIA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002007","007","251","0","32","21","35","5","99","29","6","0","5","4","0","1","2","10","0","2","","","","","0","0","ahmad"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002008","008","231","1","26","29","42","20","50","8","3","1","3","12","0","4","2","26","0","4","","","","","0","0","brian"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002009","009","237","0","34","26","4","36","39","4","5","0","3","17","0","8","2","56","0","2","","","","","1","0","Purna"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002010","010","224","0","17","19","5","24","65","6","3","0","1","11","4","4","3","59","0","3","","","","","0","0","AHMAD"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002011","011","225","0","50","10","20","26","40","5","5","1","1","17","1","4","5","55","0","2","","","","","1","0","awan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002012","012","227","3","29","14","8","20","50","4","6","0","4","26","3","3","14","39","1","2","","","","","1","0","supomo"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002013","013","236","0","38","23","3","18","68","11","1","0","1","12","1","2","0","54","0","3","","","","","0","1","gusti"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002014","014","257","0","44","26","10","11","72","7","19","0","2","1","6","4","2","56","0","2","","","","","0","0","KURNIAWAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002015","015","282","0","31","23","10","11","126","10","2","1","3","10","2","5","13","30","0","4","","","","","1","0","SUSWANTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002016","016","165","0","19","8","4","8","22","3","4","0","2","12","4","10","7","58","1","2","","","","","1","0","SUTANTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002017","017","168","0","32","4","1","12","27","0","4","1","2","13","3","5","6","52","0","3","","","","","3","0","YUNITA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002018","018","154","0","33","11","7","7","30","2","1","0","4","14","0","8","2","30","0","5","","","","","0","0","ANTONIUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002019","019","156","0","20","6","6","8","13","3","4","0","5","15","3","7","10","51","0","4","","","","","0","1","FAHCHUL HUDA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002020","020","251","0","32","27","4","17","16","8","4","0","5","52","1","12","3","68","0","1","","","","","0","1","DONBOSCO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002021","021","264","2","31","18","7","36","40","23","7","2","7","34","1","4","2","37","1","11","","","","","0","1","yanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002022","022","258","0","45","22","1","7","37","9","7","0","8","24","2","14","8","64","0","8","","","","","1","1","ferdian"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002023","023","275","0","45","21","2","34","28","6","7","0","3","24","1","17","1","79","0","7","","","","","0","0","RATIH"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002024","024","275","0","36","17","1","18","19","4","7","1","4","31","0","20","5","105","1","5","","","","","1","0","budi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002025","025","194","0","52","7","1","12","20","1","6","0","6","21","0","3","5","57","0","3","","","","","0","0","PAINEM"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002026","026","209","0","30","12","4","11","10","2","2","0","2","46","0","12","4","69","0","5","","","","","0","0","YANNA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002027","027","187","0","36","6","6","3","14","1","3","1","7","20","3","9","3","70","1","3","","","","","1","0","JENI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","NGAMPILAN","NOTOPRAJAN","3471061002028","028","186","0","33","9","0","13","5","2","2","0","3","42","1","10","2","62","0","2","","","","","0","0","IMAM"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001001","001","233","0","46","21","6","19","68","5","5","1","2","16","8","4","7","17","0","8","","","","","0","0","DAMAR"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001002","002","163","0","13","2","1","8","52","3","5","0","5","16","1","5","7","41","1","2","","","","","1","0","SAIDAH"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001003","003","188","1","38","13","2","14","80","8","3","0","2","1","2","4","10","3","0","4","","","","","1","1","INDRY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001004","004","213","1","41","18","3","29","75","2","5","1","0","15","2","1","4","13","0","3","","","","","0","0","RIO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001005","005","209","0","35","6","8","10","96","6","0","0","2","8","3","9","9","10","0","5","","","","","2","0","JONATHAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001006","006","299","0","30","29","11","7","124","14","17","0","5","17","2","9","8","15","2","10","","","","","0","0","MOLYONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001007","007","258","1","33","11","5","25","92","11","8","0","9","14","4","8","11","21","1","0","","","","","3","1","MAHENDRA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001008","008","287","0","51","13","7","8","84","6","9","1","7","15","0","10","11","49","0","13","","","","","0","2","JUMADI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001009","009","96","0","13","2","2","5","38","3","1","1","3","6","0","2","9","7","0","3","","","","","0","1","AYEN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001010","010","240","0","41","13","44","9","84","4","6","2","6","9","5","3","4","9","0","1","","","","","0","0","wahyu"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001011","011","191","7","17","8","10","19","74","0","6","0","1","9","2","2","15","20","0","5","","","","","1","0","EKO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001012","012","227","0","31","12","31","19","33","6","4","1","0","18","0","5","1","57","1","8","","","","","0","0","BUDIARTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001013","013","171","0","28","16","14","6","28","2","27","1","2","17","2","1","5","19","0","3","","","","","0","0","RATIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001014","014","289","1","45","17","6","19","40","18","7","0","7","22","4","10","6","81","2","3","","","","","1","0","DINO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001015","015","167","0","36","11","3","14","25","1","3","0","0","10","1","2","1","55","0","4","","","","","0","1","OKKY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001016","016","293","0","40","28","6","17","128","14","19","0","5","5","3","11","7","7","0","2","","","","","1","0","PURNOMO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001017","017","235","0","34","22","8","9","81","16","19","0","3","2","5","5","8","20","1","2","","","","","0","0","apri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001018","018","256","0","37","17","16","14","128","4","4","0","3","5","2","3","4","16","0","3","","","","","0","0","ANA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001019","019","211","0","22","20","4","21","57","17","18","0","6","9","2","1","5","21","0","7","","","","","0","1","praja"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001020","020","142","0","28","9","2","2","48","9","17","0","1","4","1","2","6","9","0","3","","","","","1","0","djahnur"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001021","021","169","0","20","18","13","14","39","4","6","0","0","15","1","0","5","22","0","4","","","","","2","0","bagas"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001022","022","260","0","33","16","10","16","84","4","6","0","6","13","3","3","5","48","4","5","","","","","1","2","SRIMURDIANI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001023","023","193","0","26","20","5","9","48","2","12","2","2","11","7","3","9","30","2","5","","","","","0","0","ISTIYANI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001024","024","241","0","40","20","7","13","69","11","8","0","2","15","3","6","6","41","0","0","","","","","0","0","SIMIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001025","025","279","0","45","18","3","17","99","7","8","2","6","16","3","9","13","21","0","10","","","","","0","0","setiyawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001026","026","294","0","33","23","9","14","114","7","12","1","1","36","6","4","11","18","0","2","","","","","1","2","SIAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001027","027","207","0","44","5","1","8","50","8","13","0","1","14","3","5","8","37","0","8","","","","","1","1","heni"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001028","028","175","0","30","17","1","19","59","9","14","1","3","5","0","2","4","7","0","3","","","","","0","1","ibnu"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001029","029","235","0","21","12","6","14","177","7","22","0","5","17","0","7","31","47","0","13","","","","","2","0","yudha"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001030","030","235","0","52","7","6","15","113","5","1","0","3","8","1","5","3","14","0","2","","","","","0","0","SUWARNAH"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","WIROBRAJAN","PAKUNCEN","3471071001031","031","280","0","39","26","5","47","95","11","3","1","8","4","2","4","3","23","0","6","","","","","2","1","WANDI"
